panel_id,hour,voltage,current
P009,23:00,0,0
P010,0:00,0,0
P010,1:00,0,0
P010,2:00,0,0
P010,3:00,0,0
P010,4:00,0,0
P010,5:00,0,0
P010,6:00,0,0
P010,7:00,12.1806614,1.300701708
P010,8:00,23.41411155,2.812090938
P010,9:00,33.35259293,3.520990856
P010,10:00,41.52180314,4.671707605
P010,11:00,45.72424568,5.202191569
P010,12:00,46.64583079,5.641415938
P010,13:00,45.25065486,4.743844913
P010,14:00,41.5122713,4.636836363
P010,15:00,33.34483977,3.878450087
P010,16:00,23.75309011,2.698756547
P010,17:00,12.47805116,1.223954845
P010,18:00,5.73E-15,6.65E-16
P010,19:00,0,0
P010,20:00,0,0
P010,21:00,0,0
P010,22:00,0,0
P010,23:00,0,0
P011,0:00,0,0
P011,1:00,0,0
P011,2:00,0,0
P011,3:00,0,0
P011,4:00,0,0
P011,5:00,0,0
P011,6:00,0,0
P011,7:00,11.92078781,1.330924043
P011,8:00,23.48960674,2.718899838
P011,9:00,32.4181805,3.510701201
P011,10:00,40.85176437,4.425231386
P011,11:00,45.19261027,4.538240337
P011,12:00,45.96271412,5.14783589
P011,13:00,43.78668013,5.147489911
P011,14:00,39.6706268,4.552515532
P011,15:00,32.8639275,3.846304069
P011,16:00,19.60257654,2.077987423
P011,17:00,12.15428377,1.344454372
P011,18:00,5.80E-15,6.59E-16
P011,19:00,0,0
P011,20:00,0,0
P011,21:00,0,0
P011,22:00,0,0
P011,23:00,0,0
P012,0:00,0,0
P012,1:00,0,0
P012,2:00,0,0
P012,3:00,0,0
P012,4:00,0,0
P012,5:00,0,0
P012,6:00,0,0
P012,7:00,12.54266413,1.233515726
P012,8:00,23.65948677,2.354652737
P012,9:00,34.12127324,3.645174364
P012,10:00,39.98445378,4.446132614
P012,11:00,45.73967839,5.175444577
P012,12:00,48.46462742,4.460953662
P012,13:00,43.36557271,5.129363814
P012,14:00,40.9246783,4.289921988
P012,15:00,32.86983656,3.784751139
P012,16:00,23.45692399,2.348419391
P012,17:00,12.24947555,1.335980604
P012,18:00,5.98E-15,5.87E-16
P012,19:00,0,0
P012,20:00,0,0
P012,21:00,0,0
P012,22:00,0,0
P012,23:00,0,0
P013,0:00,0,0
P013,1:00,0,0
P013,2:00,0,0
P013,3:00,0,0
P013,4:00,0,0
P013,5:00,0,0
P013,6:00,0,0
P013,7:00,12.57820017,1.363238723
P013,8:00,24.48063461,2.578105391
P013,9:00,34.35655768,3.510024866
P013,10:00,36.10634572,3.544298992
P013,11:00,47.28925617,4.786708362
P013,12:00,50.19654779,4.722293174
P013,13:00,46.86298742,5.003545889
P013,14:00,43.30347919,4.570204612
P013,15:00,34.44715025,3.429178947
P013,16:00,23.95609768,2.477228724
P013,17:00,12.68443113,1.320201389
P013,18:00,6.04E-15,5.91E-16
P013,19:00,0,0
P013,20:00,0,0
P013,21:00,0,0
P013,22:00,0,0
P013,23:00,0,0
P014,0:00,0,0
P014,1:00,0,0
P014,2:00,0,0
P014,3:00,0,0
P014,4:00,0,0
P014,5:00,0,0
P014,6:00,0,0
P014,7:00,12.15012027,1.333667518
P014,8:00,23.33441629,2.523671824
P014,9:00,25.3953984,3.08082741
P014,10:00,41.81166303,4.200998431
P014,11:00,36.94102073,3.739533926
P014,12:00,48.10407847,5.57880829
P014,13:00,44.86001243,5.210602794
P014,14:00,41.31260089,4.384696361
P014,15:00,33.6107916,3.610536443
P014,16:00,23.81218528,2.752314785
P014,17:00,12.042429,1.21691982
P014,18:00,5.91E-15,7.09E-16
P014,19:00,0,0
P014,20:00,0,0
P014,21:00,0,0
P014,22:00,0,0
P014,23:00,0,0
P015,0:00,0,0
P015,1:00,0,0
P015,2:00,0,0
P015,3:00,0,0
P015,4:00,0,0
P015,5:00,0,0
P015,6:00,0,0
P015,7:00,11.08721939,1.057779734
P015,8:00,23.69462769,2.590074945
P015,9:00,34.855239,3.690863519
P015,10:00,41.68191689,4.327293754
P015,11:00,47.10832154,5.235261455
P015,12:00,47.93166867,5.385434162
P015,13:00,46.15260485,5.174407111
P015,14:00,33.63044303,3.568685019
P015,15:00,34.24916788,3.93153831
P015,16:00,24.37254683,3.093973047
P015,17:00,8.678672451,1.221401643
P015,18:00,6.04E-15,6.26E-16
P015,19:00,0,0
P015,20:00,0,0
P015,21:00,0,0
P015,22:00,0,0
P015,23:00,0,0
P016,0:00,0,0
P016,1:00,0,0
P016,2:00,0,0
P016,3:00,0,0
P016,4:00,0,0
P016,5:00,0,0
P016,6:00,0,0
P016,7:00,12.62190801,1.312109996
P016,8:00,23.71783043,2.153414315
P016,9:00,34.0571495,3.359408935
P016,10:00,41.62175914,3.920576843
P016,11:00,47.04328127,4.530192633
P016,12:00,48.44806413,4.921525616
P016,13:00,46.90204769,4.595697765
P016,14:00,41.9234577,4.55768459
P016,15:00,33.07151514,3.283903885
P016,16:00,24.48483295,2.624909858
P016,17:00,12.35466445,1.260886546
P016,18:00,6.09E-15,5.70E-16
P016,19:00,0,0
P016,20:00,0,0
P016,21:00,0,0
P016,22:00,0,0
P016,23:00,0,0
P017,0:00,0,0
P017,1:00,0,0
P017,2:00,0,0
P017,3:00,0,0
P017,4:00,0,0
P017,5:00,0,0
P017,6:00,0,0
P017,7:00,11.53564897,1.238428832
P017,8:00,24.1137399,2.475947819
P017,9:00,33.21020031,3.311778116
P017,10:00,40.71943951,4.114295402
P017,11:00,46.52901898,4.607066393
P017,12:00,46.82476888,4.420195525
P017,13:00,46.76840494,4.729348763
P017,14:00,41.33256449,4.40384843
P017,15:00,34.27813134,3.220846406
P017,16:00,24.25204726,2.170856983
P017,17:00,12.19005205,1.225252592
P017,18:00,5.83E-15,5.97E-16
P017,19:00,0,0
P017,20:00,0,0
P017,21:00,0,0
P017,22:00,0,0
P017,23:00,0,0
P018,0:00,0,0
P018,1:00,0,0
P018,2:00,0,0
P018,3:00,0,0
P018,4:00,0,0
P018,5:00,0,0
P018,6:00,0,0
P018,7:00,12.58849974,1.272992698
P018,8:00,24.1392629,2.412479713
P018,9:00,33.28986593,3.502766907
P018,10:00,41.13688946,4.107964272
P018,11:00,45.14436992,4.985801011
P018,12:00,47.52924152,4.846541619
P018,13:00,45.90258031,4.626948745
P018,14:00,40.02622165,4.385083148
P018,15:00,33.30142361,3.217686528
P018,16:00,22.85420145,2.496619569
P018,17:00,9.565705603,1.035807676
P018,18:00,5.82E-15,5.56E-16
P018,19:00,0,0
P018,20:00,0,0
P018,21:00,0,0
P018,22:00,0,0
P018,23:00,0,0
P019,0:00,0,0
P019,1:00,0,0
P019,2:00,0,0
P019,3:00,0,0
P019,4:00,0,0
P019,5:00,0,0
P019,6:00,0,0
P019,7:00,13.12432927,1.302354481
P019,8:00,24.6191417,2.626328222
P019,9:00,34.42455877,3.756406134
P019,10:00,41.56481241,4.394299731
P019,11:00,45.24315141,5.069804064
P019,12:00,47.84781164,4.644340403
P019,13:00,38.84028102,3.658135664
P019,14:00,43.33312325,4.338003951
P019,15:00,34.7548018,3.451066709
P019,16:00,24.08557751,2.626917278
P019,17:00,12.1881429,1.225719395
P019,18:00,4.94E-15,5.07E-16
P019,19:00,0,0
P019,20:00,0,0
P019,21:00,0,0
P019,22:00,0,0
P019,23:00,0,0
P020,0:00,0,0
P020,1:00,0,0
P020,2:00,0,0
P020,3:00,0,0
P020,4:00,0,0
P020,5:00,0,0
P020,6:00,0,0
P020,7:00,11.99797335,1.410375572
P020,8:00,24.51807931,2.473636817
P020,9:00,33.64988557,3.933452461
P020,10:00,41.82056768,4.536300739
P020,11:00,47.77985329,5.406388937
P020,12:00,35.00647313,4.504271328
P020,13:00,47.20552849,4.893503873
P020,14:00,40.96886807,4.884020416
P020,15:00,34.19100084,3.862125596
P020,16:00,23.69631006,2.599267417
P020,17:00,12.14842598,1.381474539
P020,18:00,5.85E-15,5.81E-16
P020,19:00,0,0
P020,20:00,0,0
P020,21:00,0,0
P020,22:00,0,0
P020,23:00,0,0
P021,0:00,0,0
P021,1:00,0,0
P021,2:00,0,0
P021,3:00,0,0
P021,4:00,0,0
P021,5:00,0,0
P021,6:00,0,0
P021,7:00,12.50951478,1.197287361
P021,8:00,24.73907171,2.473328754
P021,9:00,34.45386713,3.271771573
P021,10:00,41.28115305,3.749220909
P021,11:00,36.97600087,3.898688988
P021,12:00,48.36077679,4.631503937
P021,13:00,47.56226,4.827153067
P021,14:00,41.38373067,3.723046066
P021,15:00,33.13404747,3.208067937
P021,16:00,23.38643145,2.476405934
P021,17:00,12.24156008,1.198959055
P021,18:00,5.89E-15,5.83E-16
P021,19:00,0,0
P021,20:00,0,0
P021,21:00,0,0
P021,22:00,0,0
P021,23:00,0,0
P022,0:00,0,0
P022,1:00,0,0
P022,2:00,0,0
P022,3:00,0,0
P022,4:00,0,0
P022,5:00,0,0
P022,6:00,0,0
P022,7:00,12.75886085,1.229948576
P022,8:00,23.81785619,2.498823282
P022,9:00,34.87136027,3.400708454
P022,10:00,42.25294627,4.273685547
P022,11:00,47.14820841,5.232900621
P022,12:00,49.6561884,5.310926357
P022,13:00,45.38621023,4.922790049
P022,14:00,41.55424062,4.410725588
P022,15:00,34.42516628,3.044354282
P022,16:00,23.60187976,2.602229178
P022,17:00,12.37988087,1.071191098
P022,18:00,5.96E-15,6.29E-16
P022,19:00,0,0
P022,20:00,0,0
P022,21:00,0,0
P022,22:00,0,0
P022,23:00,0,0
P023,0:00,0,0
P023,1:00,0,0
P023,2:00,0,0
P023,3:00,0,0
P023,4:00,0,0
P023,5:00,0,0
P023,6:00,0,0
P023,7:00,10.12845536,0.9687161119
P023,8:00,18.28656125,1.898824753
P023,9:00,31.78498964,3.589950758
P023,10:00,39.20354007,4.205876381
P023,11:00,43.34068929,4.821665636
P023,12:00,46.72387697,5.017049186
P023,13:00,44.94116584,5.452281714
P023,14:00,39.75760065,4.440590949
P023,15:00,32.11063276,3.654467311
P023,16:00,22.99967223,2.509285197
P023,17:00,11.912418,1.353024561
P023,18:00,5.46E-15,5.96E-16
P023,19:00,0,0
P023,20:00,0,0
P023,21:00,0,0
P023,22:00,0,0
P023,23:00,0,0
P024,0:00,0,0
P024,1:00,0,0
P024,2:00,0,0
P024,3:00,0,0
P024,4:00,0,0
P024,5:00,0,0
P024,6:00,0,0
P024,7:00,12.50533531,1.324472251
P024,8:00,23.89856936,2.558258934
P024,9:00,34.3682719,3.545043629
P024,10:00,41.88025332,4.336992948
P024,11:00,45.57643301,5.135473355
P024,12:00,48.0731414,5.195278463
P024,13:00,46.3856426,4.575735385
P024,14:00,42.91918755,3.902666591
P024,15:00,34.2048403,3.593706233
P024,16:00,24.59787924,2.685509751
P024,17:00,12.38911412,1.130415529
P024,18:00,6.05E-15,6.60E-16
P024,19:00,0,0
P024,20:00,0,0
P024,21:00,0,0
P024,22:00,0,0
P024,23:00,0,0
P025,0:00,0,0
P025,1:00,0,0
P025,2:00,0,0
P025,3:00,0,0
P025,4:00,0,0
P025,5:00,0,0
P025,6:00,0,0
P025,7:00,12.41091794,1.254234199
P025,8:00,20.1354952,1.872729131
P025,9:00,32.87993499,3.726589392
P025,10:00,40.00017335,4.692062308
P025,11:00,45.73964675,4.941047661
P025,12:00,48.16044189,5.179474107
P025,13:00,45.6792444,5.498042173
P025,14:00,41.82838267,4.395513846
P025,15:00,34.06204066,3.677915985
P025,16:00,23.6742301,2.839052725
P025,17:00,12.10066759,1.304929652
P025,18:00,5.71E-15,6.07E-16
P025,19:00,0,0
P025,20:00,0,0
P025,21:00,0,0
P025,22:00,0,0
P025,23:00,0,0
P026,0:00,0,0
P026,1:00,0,0
P026,2:00,0,0
P026,3:00,0,0
P026,4:00,0,0
P026,5:00,0,0
P026,6:00,0,0
P026,7:00,12.46583409,1.266982844
P026,8:00,25.56828825,2.533506532
P026,9:00,34.72594053,3.402013611
P026,10:00,42.73142085,4.340657847
P026,11:00,48.09743553,4.810410175
P026,12:00,48.40785878,5.449115003
P026,13:00,46.66037756,4.664848198
P026,14:00,44.80063435,4.517290306
P026,15:00,35.99798081,3.605670662
P026,16:00,24.95410974,2.430120347
P026,17:00,10.36036468,1.050585689
P026,18:00,6.14E-15,5.65E-16
P026,19:00,0,0
P026,20:00,0,0
P026,21:00,0,0
P026,22:00,0,0
P026,23:00,0,0
P027,0:00,0,0
P027,1:00,0,0
P027,2:00,0,0
P027,3:00,0,0
P027,4:00,0,0
P027,5:00,0,0
P027,6:00,0,0
P027,7:00,12.47221109,1.237920929
P027,8:00,24.48888921,2.246240091
P027,9:00,27.08099058,2.640785502
P027,10:00,41.81679488,4.062031115
P027,11:00,45.24176721,4.420224961
P027,12:00,48.51343643,4.582247542
P027,13:00,46.17778636,4.055536821
P027,14:00,40.83710087,3.951889642
P027,15:00,32.90796881,3.259706212
P027,16:00,23.66903342,1.929532421
P027,17:00,12.12053355,1.105629894
P027,18:00,6.00E-15,5.27E-16
P027,19:00,0,0
P027,20:00,0,0
P027,21:00,0,0
P027,22:00,0,0
P027,23:00,0,0
P028,0:00,0,0
P028,1:00,0,0
P028,2:00,0,0
P028,3:00,0,0
P028,4:00,0,0
P028,5:00,0,0
P028,6:00,0,0
P028,7:00,12.61187824,1.367244674
P028,8:00,24.42783483,2.406884308
P028,9:00,34.21659482,3.373193874
P028,10:00,41.1672727,3.79590291
P028,11:00,47.80892063,5.162290944
P028,12:00,48.1115383,4.937571101
P028,13:00,46.64673475,4.914573648
P028,14:00,41.06046925,4.646362323
P028,15:00,33.25670528,3.312903769
P028,16:00,21.80589907,2.083528741
P028,17:00,12.44098045,1.22221751
P028,18:00,5.79E-15,6.23E-16
P028,19:00,0,0
P028,20:00,0,0
P028,21:00,0,0
P028,22:00,0,0
P028,23:00,0,0
P029,0:00,0,0
P029,1:00,0,0
P029,2:00,0,0
P029,3:00,0,0
P029,4:00,0,0
P029,5:00,0,0
P029,6:00,0,0
P029,7:00,12.31884514,1.479426756
P029,8:00,17.66280634,1.885930987
P029,9:00,27.33880635,3.267762196
P029,10:00,42.03113183,4.065054352
P029,11:00,45.48679025,4.975402824
P029,12:00,47.24749349,5.044461375
P029,13:00,41.16262442,4.26024848
P029,14:00,40.35066634,4.385845023
P029,15:00,33.77771074,3.557027748
P029,16:00,23.69445361,2.454499598
P029,17:00,11.59376583,1.316107449
P029,18:00,5.73E-15,6.40E-16
P029,19:00,0,0
P029,20:00,0,0
P029,21:00,0,0
P029,22:00,0,0
P029,23:00,0,0
P030,0:00,0,0
P030,1:00,0,0
P030,2:00,0,0
P030,3:00,0,0
P030,4:00,0,0
P030,5:00,0,0
P030,6:00,0,0
P030,7:00,12.2477196,1.384199325
P030,8:00,23.90693366,2.463364586
P030,9:00,32.18128803,3.61137404
P030,10:00,40.42212183,4.532615328
P030,11:00,45.82345476,4.658703209
P030,12:00,47.86029148,5.025336581
P030,13:00,45.12639545,4.724862734
P030,14:00,34.29601861,3.752743906
P030,15:00,32.76506848,3.123213152
P030,16:00,24.27262963,2.425215869
P030,17:00,12.78855388,1.120243086
P030,18:00,5.67E-15,5.79E-16
P030,19:00,0,0
P030,20:00,0,0
P030,21:00,0,0
P030,22:00,0,0
P030,23:00,0,0
P031,0:00,0,0
P031,1:00,0,0
P031,2:00,0,0
P031,3:00,0,0
P031,4:00,0,0
P031,5:00,0,0
P031,6:00,0,0
P031,7:00,12.09917983,1.318836472
P031,8:00,23.04010789,2.413143056
P031,9:00,33.4462653,3.54963918
P031,10:00,30.90698652,4.155509214
P031,11:00,44.87044818,4.822152302
P031,12:00,47.17988711,4.958267199
P031,13:00,46.14590129,4.646758778
P031,14:00,41.82330158,4.550676908
P031,15:00,33.17117,3.29467122
P031,16:00,23.44096894,2.382947043
P031,17:00,12.29578996,1.211283799
P031,18:00,5.72E-15,5.72E-16
P031,19:00,0,0
P031,20:00,0,0
P031,21:00,0,0
P031,22:00,0,0
P031,23:00,0,0
P032,0:00,0,0
P032,1:00,0,0
P032,2:00,0,0
P032,3:00,0,0
P032,4:00,0,0
P032,5:00,0,0
P032,6:00,0,0
P032,7:00,12.59549368,1.315911532
P032,8:00,24.02535206,2.236811423
P032,9:00,34.42292885,3.586560298
P032,10:00,41.86046264,4.344588563
P032,11:00,46.44588583,4.273896546
P032,12:00,49.03432663,4.813392875
P032,13:00,46.75070327,4.790533829
P032,14:00,41.60768895,3.858586559
P032,15:00,34.33007666,3.34474429
P032,16:00,23.98948244,2.460833744
P032,17:00,12.29237429,1.283614456
P032,18:00,5.95E-15,5.89E-16
P032,19:00,0,0
P032,20:00,0,0
P032,21:00,0,0
P032,22:00,0,0
P032,23:00,0,0
P033,0:00,0,0
P033,1:00,0,0
P033,2:00,0,0
P033,3:00,0,0
P033,4:00,0,0
P033,5:00,0,0
P033,6:00,0,0
P033,7:00,13.47278967,1.34118097
P033,8:00,25.16038048,2.54521458
P033,9:00,35.61608763,3.243730422
P033,10:00,42.68068579,4.439423363
P033,11:00,47.61881683,4.90862897
P033,12:00,48.47458631,4.680266798
P033,13:00,49.27167292,5.430588669
P033,14:00,42.47045326,3.941839104
P033,15:00,36.45830141,4.089213504
P033,16:00,24.6693685,2.375204884
P033,17:00,12.83863411,1.127027083
P033,18:00,6.19E-15,5.90E-16
P033,19:00,0,0
P033,20:00,0,0
P033,21:00,0,0
P033,22:00,0,0
P033,23:00,0,0
P034,0:00,0,0
P034,1:00,0,0
P034,2:00,0,0
P034,3:00,0,0
P034,4:00,0,0
P034,5:00,0,0
P034,6:00,0,0
P034,7:00,12.74798563,1.456969939
P034,8:00,24.48987562,2.61648406
P034,9:00,35.15649168,3.6008734
P034,10:00,42.19270167,5.000129331
P034,11:00,40.13157996,4.233836643
P034,12:00,48.83274123,5.342571318
P034,13:00,47.76467107,4.67156472
P034,14:00,41.92170281,4.238060745
P034,15:00,25.45524307,3.142458492
P034,16:00,24.25007763,2.68845651
P034,17:00,12.73250234,1.306345011
P034,18:00,6.11E-15,6.56E-16
P034,19:00,0,0
P034,20:00,0,0
P034,21:00,0,0
P034,22:00,0,0
P034,23:00,0,0
P035,0:00,0,0
P035,1:00,0,0
P035,2:00,0,0
P035,3:00,0,0
P035,4:00,0,0
P035,5:00,0,0
P035,6:00,0,0
P035,7:00,12.17363686,1.24758309
P035,8:00,23.3804513,2.559687699
P035,9:00,26.67194211,2.715510469
P035,10:00,41.22748148,4.299901893
P035,11:00,46.62539149,5.257786573
P035,12:00,47.84244776,5.076039808
P035,13:00,47.6740552,4.971834493
P035,14:00,41.15511783,4.39278259
P035,15:00,24.78429747,2.983897785
P035,16:00,23.7699294,2.550700248
P035,17:00,11.93167818,1.269404492
P035,18:00,5.79E-15,6.35E-16
P035,19:00,0,0
P035,20:00,0,0
P035,21:00,0,0
P035,22:00,0,0
P035,23:00,0,0
P036,0:00,0,0
P036,1:00,0,0
P036,2:00,0,0
P036,3:00,0,0
P036,4:00,0,0
P036,5:00,0,0
P036,6:00,0,0
P036,7:00,12.42478418,1.163838494
P036,8:00,24.36105388,2.227564979
P036,9:00,35.16445689,3.560906641
P036,10:00,41.29935476,4.175902077
P036,11:00,45.84118775,4.503706791
P036,12:00,47.21973412,4.974685258
P036,13:00,47.63498835,4.633752981
P036,14:00,42.6908214,4.434228759
P036,15:00,33.63698269,3.464146717
P036,16:00,24.76741236,2.451677136
P036,17:00,10.44701638,1.014224972
P036,18:00,5.86E-15,6.01E-16
P036,19:00,0,0
P036,20:00,0,0
P036,21:00,0,0
P036,22:00,0,0
P036,23:00,0,0
P037,0:00,0,0
P037,1:00,0,0
P037,2:00,0,0
P037,3:00,0,0
P037,4:00,0,0
P037,5:00,0,0
P037,6:00,0,0
P037,7:00,12.14418216,1.226461029
P037,8:00,23.67665061,2.545683949
P037,9:00,29.15701979,2.861742487
P037,10:00,41.48729798,3.79902976
P037,11:00,45.62222038,4.494107725
P037,12:00,36.54939604,3.77337644
P037,13:00,44.98207677,4.92883109
P037,14:00,36.13794299,3.501806694
P037,15:00,33.50335445,3.652962354
P037,16:00,23.50188966,2.641880976
P037,17:00,12.24465439,1.28846797
P037,18:00,5.88E-15,5.76E-16
P037,19:00,0,0
P037,20:00,0,0
P037,21:00,0,0
P037,22:00,0,0
P037,23:00,0,0
P038,0:00,0,0
P038,1:00,0,0
P038,2:00,0,0
P038,3:00,0,0
P038,4:00,0,0
P038,5:00,0,0
P038,6:00,0,0
P038,7:00,12.49034164,1.318586889
P038,8:00,25.36695613,2.546495318
P038,9:00,35.74734575,3.473647616
P038,10:00,43.41309629,4.31779423
P038,11:00,47.13824094,4.47415162
P038,12:00,37.34646854,3.416282136
P038,13:00,47.18141874,4.926311431
P038,14:00,43.14517453,4.261004158
P038,15:00,35.04882585,3.509220875
P038,16:00,24.29648525,2.664273722
P038,17:00,12.81331568,1.408819961
P038,18:00,6.13E-15,5.20E-16
P038,19:00,0,0
P038,20:00,0,0
P038,21:00,0,0
P038,22:00,0,0
P038,23:00,0,0
P039,0:00,0,0
P039,1:00,0,0
P039,2:00,0,0
P039,3:00,0,0
P039,4:00,0,0
P039,5:00,0,0
P039,6:00,0,0
P039,7:00,12.37027352,1.195262692
P039,8:00,24.2727349,2.617946918
P039,9:00,34.11976725,3.547435985
P039,10:00,43.30859853,4.035307385
P039,11:00,47.73083701,4.414425304
P039,12:00,48.15535612,4.970450013
P039,13:00,48.03015276,4.409447189
